@relation 'census_income-weka.filters.unsupervised.attribute.Remove-R2-3,9-10,12-14'

@attribute age numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute capital-gain numeric
@attribute class {>50K,<=50K}

@data
26,HS-grad,9,Divorced,Adm-clerical,Own-child,0,<=50K
62,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
39,HS-grad,9,Separated,Protective-serv,Not-in-family,0,<=50K
59,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
27,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,<=50K
17,10th,6,Never-married,Sales,Own-child,0,<=50K
38,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
41,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,>50K
27,10th,6,Never-married,Machine-op-inspct,Unmarried,0,<=50K
23,HS-grad,9,Never-married,Adm-clerical,Own-child,0,<=50K
17,10th,6,Never-married,Handlers-cleaners,Own-child,0,<=50K
56,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,0,<=50K
24,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,<=50K
44,12th,8,Divorced,Transport-moving,Unmarried,0,<=50K
23,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,<=50K
25,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,<=50K
21,Some-college,10,Never-married,Other-service,Other-relative,0,<=50K
18,12th,8,Never-married,Handlers-cleaners,Own-child,0,<=50K
45,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
51,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,0,<=50K
42,HS-grad,9,Separated,Other-service,Other-relative,0,<=50K
47,Some-college,10,Never-married,Other-service,Not-in-family,0,<=50K
29,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,<=50K
33,11th,7,Never-married,Other-service,Not-in-family,0,<=50K
43,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,<=50K
44,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,>50K
24,Some-college,10,Never-married,Other-service,Own-child,0,<=50K
19,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,<=50K
52,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
38,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,<=50K
24,Some-college,10,Never-married,Tech-support,Not-in-family,0,<=50K
32,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
26,HS-grad,9,Married-civ-spouse,Sales,Husband,0,>50K
29,Bachelors,13,Married-civ-spouse,Sales,Husband,0,<=50K
39,HS-grad,9,Divorced,Adm-clerical,Not-in-family,10520,>50K
48,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,<=50K
40,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,>50K
51,Some-college,10,Divorced,Exec-managerial,Unmarried,0,<=50K
28,HS-grad,9,Divorced,Craft-repair,Own-child,0,<=50K
22,HS-grad,9,Never-married,Exec-managerial,Own-child,0,<=50K
23,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,<=50K
65,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,<=50K
26,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
38,Bachelors,13,Married-civ-spouse,Other-service,Husband,0,<=50K
33,HS-grad,9,Never-married,Prof-specialty,Not-in-family,0,>50K
33,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,<=50K
37,Bachelors,13,Never-married,Sales,Not-in-family,0,<=50K
19,11th,7,Never-married,Machine-op-inspct,Own-child,0,<=50K
24,Bachelors,13,Never-married,Sales,Not-in-family,0,<=50K
30,11th,7,Married-civ-spouse,Craft-repair,Husband,0,<=50K
57,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,<=50K
22,Some-college,10,Never-married,Prof-specialty,Own-child,0,<=50K
57,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,>50K
46,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,<=50K
67,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
47,HS-grad,9,Separated,Craft-repair,Own-child,0,<=50K
39,10th,6,Married-civ-spouse,Craft-repair,Husband,0,<=50K
50,Some-college,10,Divorced,Other-service,Unmarried,0,<=50K
58,12th,8,Divorced,Sales,Not-in-family,0,<=50K
36,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,0,>50K
45,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,>50K
54,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,>50K
26,Bachelors,13,Never-married,Adm-clerical,Own-child,0,<=50K
60,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,>50K
46,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,99999,>50K
26,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,<=50K
32,11th,7,Never-married,Craft-repair,Other-relative,0,<=50K
38,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
48,Some-college,10,Married-civ-spouse,Sales,Husband,0,>50K
44,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,>50K
37,HS-grad,9,Never-married,Other-service,Own-child,0,<=50K
44,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,<=50K
31,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
61,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,>50K
51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
52,Bachelors,13,Married-civ-spouse,Sales,Wife,15024,>50K
45,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,<=50K
39,11th,7,Married-civ-spouse,Other-service,Husband,2407,<=50K
67,HS-grad,9,Divorced,Other-service,Not-in-family,0,<=50K
40,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,0,>50K
27,5th-6th,3,Never-married,Farming-fishing,Not-in-family,0,<=50K
37,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
57,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,>50K
27,10th,6,Divorced,Other-service,Not-in-family,0,<=50K
28,HS-grad,9,Never-married,Sales,Not-in-family,2202,<=50K
34,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,>50K
54,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,5178,>50K
52,HS-grad,9,Divorced,Other-service,Other-relative,0,<=50K
42,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,>50K
48,Masters,14,Married-civ-spouse,Prof-specialty,Husband,15024,>50K
65,Masters,14,Married-civ-spouse,Prof-specialty,Husband,6514,>50K
55,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,0,<=50K
71,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,>50K
33,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
30,HS-grad,9,Married-civ-spouse,Sales,Husband,0,<=50K
35,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
59,10th,6,Divorced,Adm-clerical,Not-in-family,0,<=50K
19,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,<=50K
36,9th,5,Married-civ-spouse,Craft-repair,Husband,0,<=50K
26,HS-grad,9,Never-married,Sales,Own-child,0,<=50K
34,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,<=50K
41,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,>50K
44,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,15024,>50K
47,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
18,Some-college,10,Never-married,Sales,Own-child,0,<=50K
55,10th,6,Married-civ-spouse,Craft-repair,Husband,0,<=50K
49,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
44,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
43,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
62,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,0,<=50K
44,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
50,Some-college,10,Married-civ-spouse,Sales,Husband,0,>50K
35,11th,7,Never-married,Sales,Not-in-family,0,<=50K
52,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
46,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,>50K
44,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,7688,>50K
43,Some-college,10,Never-married,Exec-managerial,Unmarried,0,<=50K
51,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,2961,<=50K
20,Some-college,10,Never-married,Sales,Own-child,0,<=50K
47,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,0,>50K
43,Masters,14,Divorced,Exec-managerial,Unmarried,0,<=50K
24,Some-college,10,Never-married,Craft-repair,Not-in-family,0,<=50K
27,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
32,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
37,HS-grad,9,Divorced,Other-service,Unmarried,0,<=50K
26,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
43,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,99999,>50K
50,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,<=50K
20,HS-grad,9,Never-married,Transport-moving,Own-child,0,<=50K
37,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,>50K
43,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
37,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,>50K
53,9th,5,Divorced,Other-service,Not-in-family,0,<=50K
44,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,>50K
25,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
17,11th,7,Never-married,Adm-clerical,Own-child,1055,<=50K
19,HS-grad,9,Never-married,Sales,Own-child,0,<=50K
53,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,15024,>50K
44,Some-college,10,Married-civ-spouse,Sales,Husband,0,<=50K
51,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,>50K
49,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,<=50K
35,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
44,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,<=50K
54,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
37,Some-college,10,Divorced,Adm-clerical,Unmarried,0,<=50K
18,Some-college,10,Never-married,Other-service,Own-child,0,<=50K
24,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
29,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,<=50K
35,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
56,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,>50K
24,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
43,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,>50K
73,HS-grad,9,Widowed,Sales,Other-relative,0,<=50K
49,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
38,Bachelors,13,Married-civ-spouse,Sales,Husband,0,>50K
31,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
39,Some-college,10,Divorced,Adm-clerical,Unmarried,0,<=50K
42,Bachelors,13,Divorced,Adm-clerical,Not-in-family,0,<=50K
41,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,>50K
35,Bachelors,13,Married-civ-spouse,Sales,Husband,0,>50K
38,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
31,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,<=50K
51,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,<=50K
38,Bachelors,13,Divorced,Sales,Not-in-family,0,>50K
40,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,>50K
21,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
44,Some-college,10,Divorced,Craft-repair,Not-in-family,0,<=50K
55,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,>50K
29,HS-grad,9,Divorced,Sales,Not-in-family,0,<=50K
49,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,>50K
31,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,0,<=50K
24,Masters,14,Never-married,Exec-managerial,Own-child,6849,<=50K
46,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,<=50K
26,HS-grad,9,Never-married,Sales,Not-in-family,0,<=50K
35,Bachelors,13,Never-married,Other-service,Not-in-family,0,<=50K
27,Assoc-voc,11,Never-married,Sales,Not-in-family,0,<=50K
64,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,>50K
26,Bachelors,13,Never-married,Craft-repair,Other-relative,0,<=50K
21,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
57,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
30,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,>50K
45,11th,7,Married-civ-spouse,Other-service,Wife,0,<=50K
50,7th-8th,4,Divorced,Craft-repair,Not-in-family,0,<=50K
38,Bachelors,13,Never-married,Adm-clerical,Own-child,0,<=50K
43,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
42,Some-college,10,Widowed,Exec-managerial,Not-in-family,0,<=50K
32,Bachelors,13,Never-married,Prof-specialty,Own-child,0,<=50K
20,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,<=50K
27,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
45,11th,7,Widowed,Adm-clerical,Unmarried,0,<=50K
40,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
38,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,<=50K
37,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,<=50K
60,10th,6,Divorced,Machine-op-inspct,Not-in-family,0,<=50K
53,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,>50K
25,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,0,<=50K
47,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,<=50K
40,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,<=50K
19,Some-college,10,Never-married,Other-service,Own-child,0,<=50K
42,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,0,>50K
41,Bachelors,13,Divorced,Adm-clerical,Unmarried,0,<=50K
28,10th,6,Never-married,Machine-op-inspct,Own-child,0,<=50K
46,Masters,14,Divorced,Exec-managerial,Not-in-family,27828,>50K
49,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,99999,>50K
24,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,0,<=50K
32,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
71,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,6767,<=50K
26,Some-college,10,Married-civ-spouse,Tech-support,Husband,3103,>50K
29,HS-grad,9,Married-spouse-absent,Protective-serv,Not-in-family,0,<=50K
50,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,99999,>50K
51,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,3103,>50K
49,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,>50K
31,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
23,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
59,HS-grad,9,Widowed,Farming-fishing,Unmarried,0,<=50K
43,Some-college,10,Married-civ-spouse,Sales,Husband,7688,>50K
38,Bachelors,13,Married-civ-spouse,Sales,Husband,7298,>50K
37,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,<=50K
29,10th,6,Never-married,Other-service,Own-child,0,<=50K
39,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
31,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,2202,<=50K
42,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,8614,>50K
35,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,>50K
39,Masters,14,Married-civ-spouse,Exec-managerial,Husband,15024,>50K
40,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,0,<=50K
66,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Unmarried,0,<=50K
30,9th,5,Married-civ-spouse,Tech-support,Husband,0,<=50K
43,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,0,<=50K
47,9th,5,Never-married,Other-service,Unmarried,0,<=50K
45,Masters,14,Never-married,Adm-clerical,Not-in-family,0,<=50K
31,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
33,HS-grad,9,Married-civ-spouse,Sales,Husband,3103,>50K
32,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,<=50K
28,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
50,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,>50K
63,7th-8th,4,Divorced,Sales,Not-in-family,0,<=50K
28,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
38,Some-college,10,Widowed,Adm-clerical,Unmarried,0,<=50K
52,HS-grad,9,Divorced,Other-service,Not-in-family,0,<=50K
38,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,>50K
41,HS-grad,9,Never-married,Exec-managerial,Not-in-family,2174,<=50K
50,Masters,14,Never-married,Prof-specialty,Not-in-family,0,<=50K
59,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
32,HS-grad,9,Married-civ-spouse,Sales,Husband,0,<=50K
73,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,2228,<=50K
52,HS-grad,9,Divorced,Exec-managerial,Unmarried,0,<=50K
57,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,<=50K
35,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,7298,>50K
51,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,>50K
22,11th,7,Widowed,Sales,Own-child,0,<=50K
49,HS-grad,9,Married-civ-spouse,Sales,Husband,0,>50K
22,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,<=50K
46,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
48,HS-grad,9,Divorced,Craft-repair,Unmarried,0,<=50K
43,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,>50K
25,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
31,7th-8th,4,Never-married,Craft-repair,Not-in-family,0,<=50K
19,Some-college,10,Never-married,Sales,Own-child,0,<=50K
51,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,>50K
51,Bachelors,13,Divorced,Exec-managerial,Unmarried,0,>50K
22,HS-grad,9,Never-married,Prof-specialty,Unmarried,99999,>50K
37,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,<=50K
19,Some-college,10,Never-married,Sales,Own-child,0,<=50K
45,HS-grad,9,Divorced,Transport-moving,Unmarried,0,<=50K
21,Some-college,10,Never-married,Other-service,Own-child,0,<=50K
52,HS-grad,9,Widowed,Sales,Not-in-family,0,<=50K
46,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
42,Masters,14,Divorced,Prof-specialty,Not-in-family,0,<=50K
56,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,<=50K
23,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,<=50K
58,Masters,14,Married-civ-spouse,Sales,Husband,0,<=50K
70,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,<=50K
30,Some-college,10,Divorced,Adm-clerical,Unmarried,0,<=50K
45,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
23,Some-college,10,Never-married,Craft-repair,Not-in-family,0,<=50K
34,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,<=50K
38,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,0,<=50K
24,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,<=50K
53,7th-8th,4,Never-married,Transport-moving,Not-in-family,0,<=50K
45,HS-grad,9,Never-married,Transport-moving,Not-in-family,3325,<=50K
21,Some-college,10,Never-married,Other-service,Own-child,0,<=50K
34,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
32,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,5178,>50K
21,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
23,9th,5,Never-married,Handlers-cleaners,Own-child,0,<=50K
28,Bachelors,13,Divorced,Craft-repair,Unmarried,0,<=50K
29,HS-grad,9,Never-married,Transport-moving,Unmarried,0,<=50K
25,Bachelors,13,Never-married,Prof-specialty,Own-child,0,<=50K
44,Masters,14,Never-married,Prof-specialty,Not-in-family,0,<=50K
18,HS-grad,9,Never-married,Other-service,Own-child,0,<=50K
26,HS-grad,9,Never-married,Other-service,Own-child,0,<=50K
47,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,0,>50K
23,HS-grad,9,Divorced,Sales,Not-in-family,0,<=50K
46,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
61,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,5178,>50K
25,HS-grad,9,Never-married,Craft-repair,Other-relative,0,<=50K
38,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,>50K
23,Some-college,10,Never-married,Other-service,Not-in-family,0,<=50K
36,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,<=50K
46,9th,5,Divorced,Other-service,Not-in-family,0,<=50K
32,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,>50K
40,10th,6,Married-civ-spouse,Transport-moving,Husband,0,<=50K
31,HS-grad,9,Never-married,Adm-clerical,Own-child,0,<=50K
31,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,>50K
32,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,<=50K
21,Some-college,10,Never-married,Other-service,Own-child,0,<=50K
63,Some-college,10,Married-civ-spouse,Sales,Husband,0,>50K
44,Some-college,10,Separated,Exec-managerial,Not-in-family,0,>50K
42,Bachelors,13,Married-civ-spouse,Sales,Husband,0,<=50K
30,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,<=50K
24,HS-grad,9,Never-married,Other-service,Unmarried,0,<=50K
42,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,>50K
44,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,0,>50K
27,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,<=50K
27,Some-college,10,Never-married,Exec-managerial,Unmarried,0,<=50K
22,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
68,HS-grad,9,Never-married,Sales,Not-in-family,0,<=50K
55,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,>50K
22,HS-grad,9,Never-married,Other-service,Own-child,0,<=50K
25,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,<=50K
68,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,<=50K
62,Some-college,10,Widowed,Exec-managerial,Not-in-family,0,<=50K
26,HS-grad,9,Divorced,Other-service,Other-relative,0,<=50K
34,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,>50K
68,Some-college,10,Widowed,Sales,Not-in-family,0,<=50K
42,Bachelors,13,Separated,Exec-managerial,Not-in-family,0,>50K
45,Bachelors,13,Married-civ-spouse,Sales,Husband,0,<=50K
26,11th,7,Never-married,Transport-moving,Not-in-family,0,<=50K
25,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
23,Bachelors,13,Never-married,Prof-specialty,Own-child,0,<=50K
65,7th-8th,4,Widowed,Farming-fishing,Unmarried,0,<=50K
31,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,<=50K
26,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,<=50K
39,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,>50K
44,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,>50K
45,Masters,14,Divorced,Prof-specialty,Unmarried,1506,<=50K
26,Masters,14,Never-married,Prof-specialty,Not-in-family,0,<=50K
26,10th,6,Married-civ-spouse,Transport-moving,Husband,0,<=50K
36,9th,5,Married-civ-spouse,Transport-moving,Husband,0,<=50K
38,11th,7,Married-civ-spouse,Craft-repair,Husband,0,<=50K
39,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,<=50K
52,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,0,<=50K
39,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,0,<=50K
41,Some-college,10,Divorced,Craft-repair,Not-in-family,0,<=50K
42,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,>50K
47,Bachelors,13,Married-civ-spouse,Sales,Husband,0,<=50K
28,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,0,<=50K
25,Bachelors,13,Never-married,Prof-specialty,Own-child,0,<=50K
